record_id,batch,source_file,page,source_task_id,source_order,task_title,raw_title,l1_scene,l2_skill,normalized_key,l1_scene_en,l2_skill_en,batch_label,task_title_en
batch5_extra:084,batch5_extra,第五批额外补充任务(1)(1).pdf,29,84,84,将过滤后的清水从塑料试剂瓶倒入塑料烧杯,将过滤后的清水从塑料试剂瓶倒入塑料烧杯,实验室,液体倾倒/容器转移,将过滤后的从试剂瓶倒入烧杯,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Pour filtered water from a plastic reagent bottle into a plastic beaker
batch5_extra:085,batch5_extra,第五批额外补充任务(1)(1).pdf,29,85,85,使用洗瓶冲洗空塑料漏斗并收集冲洗液,使用洗瓶冲洗空塑料漏斗并收集冲洗液,实验室,清洗/擦拭/排液,使用洗瓶冲洗漏斗并收集冲洗液,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Rinse an empty plastic funnel with a wash bottle and collect the rinse
batch5_extra:086,batch5_extra,第五批额外补充任务(1)(1).pdf,29,86,86,将清洗后的塑料烧杯倒置放到沥水垫,将清洗后的塑料烧杯倒置放到沥水垫,实验室,清洗/擦拭/排液,将烧杯倒置放到沥水垫,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Invert a cleaned plastic beaker onto a drying mat
batch5_extra:087,batch5_extra,第五批额外补充任务(1)(1).pdf,29,87,87,将清洗后的宽口样品杯倒置放到沥水垫,将清洗后的宽口样品杯倒置放到沥水垫,实验室,清洗/擦拭/排液,将样品杯倒置放到沥水垫,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Invert a cleaned wide-mouth sample cup onto a drying mat
batch5_extra:088,batch5_extra,第五批额外补充任务(1)(1).pdf,29,88,88,将三支带盖离心管从托盘整理到离心管架,将三支带盖离心管从托盘整理到离心管架,实验室,抓取/搬运/收纳,将三支离心管从托盘整理到离心管架,Laboratory,Pick / Move / Place,Batch 5 Supplement,Organize three capped centrifuge tubes from a tray into a rack
batch5_extra:089,batch5_extra,第五批额外补充任务(1)(1).pdf,30,89,89,将三支带盖离心管从离心管架取出并放到托盘,将三支带盖离心管从离心管架取出并放到托盘,实验室,抓取/搬运/收纳,将三支离心管从离心管架取出并放到托盘,Laboratory,Pick / Move / Place,Batch 5 Supplement,Remove three capped centrifuge tubes from a rack and place them on a tray
batch5_extra:090,batch5_extra,第五批额外补充任务(1)(1).pdf,30,90,90,双手将装有离心管的离心管架移动到目标区域,双手将装有离心管的离心管架移动到目标区域,实验室,抓取/搬运/收纳,双手将装有离心管的离心管架移动到目标区域,Laboratory,Pick / Move / Place,Batch 5 Supplement,Move a loaded centrifuge-tube rack to a target area with both hands
batch5_extra:091,batch5_extra,第五批额外补充任务(1)(1).pdf,30,91,91,双手将装有两个空塑料烧杯的托盘移动到目标区域,双手将装有两个空塑料烧杯的托盘移动到目标区域,实验室,抓取/搬运/收纳,双手将装有两个烧杯的托盘移动到目标区域,Laboratory,Pick / Move / Place,Batch 5 Supplement,Move a tray containing two empty plastic beakers to a target area with both hands
batch5_extra:092,batch5_extra,第五批额外补充任务(1)(1).pdf,30,92,92,使用1 mL移液枪将清水从塑料烧杯转移到15 mL离心管,使用1 mL移液枪将清水从塑料烧杯转移到15 mL离心管,实验室,移液/滴加/注射,使用移液枪将从烧杯转移到离心管,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to transfer water from a plastic beaker to a 15 mL centrifuge tube
batch5_extra:093,batch5_extra,第五批额外补充任务(1)(1).pdf,30,93,93,使用1 mL移液枪将15 mL离心管中的液体转移到样品杯,使用1 mL移液枪将15 mL离心管中的液体转移到样品杯,实验室,移液/滴加/注射,使用移液枪将离心管中的液体转移到样品杯,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to transfer liquid from a 15 mL centrifuge tube to a sample cup
batch5_extra:094,batch5_extra,第五批额外补充任务(1)(1).pdf,30,94,94,使用1 mL移液枪将样品杯中的液体转移到塑料烧杯,使用1 mL移液枪将样品杯中的液体转移到塑料烧杯,实验室,移液/滴加/注射,使用移液枪将样品杯中的液体转移到烧杯,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to transfer liquid from a sample cup to a plastic beaker
batch5_extra:095,batch5_extra,第五批额外补充任务(1)(1).pdf,31,95,95,使用1 mL移液枪在样品杯中完成三次吸打混匀,使用1 mL移液枪在样品杯中完成三次吸打混匀,实验室,移液/滴加/注射,使用移液枪在样品杯中完成三次吸打混匀,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Mix liquid in a sample cup by pipetting up and down three times with a 1 mL pipette
batch5_extra:096,batch5_extra,第五批额外补充任务(1)(1).pdf,31,96,96,使用1 mL移液枪在15 mL离心管中完成三次吸打混匀,使用1 mL移液枪在15 mL离心管中完成三次吸打混匀,实验室,移液/滴加/注射,使用移液枪在离心管中完成三次吸打混匀,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Mix liquid in a 15 mL centrifuge tube by pipetting up and down three times with a 1 mL pipette
batch5_extra:097,batch5_extra,第五批额外补充任务(1)(1).pdf,31,97,97,使用1 mL移液枪向称量船中的粗盐加入少量清水,使用1 mL移液枪向称量船中的粗盐加入少量清水,实验室,移液/滴加/注射,使用移液枪向称量船中的粗盐加入,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to add a small amount of water to coarse salt in a weighing boat
batch6:001,batch6,第六批数据.pdf,2,001,1,下压并旋开儿童安全药瓶盖,下压并旋开儿童安全药瓶盖,医疗/急救,开合/密封,下压并旋开儿童安全药瓶盖,Medical / First Aid,Open / Close / Seal,Batch 6,Push down and unscrew a child-resistant medicine-bottle cap
batch6:002,batch6,第六批数据.pdf,2,002,2,对准并下压旋紧儿童安全药瓶盖,对准并下压旋紧儿童安全药瓶盖,医疗/急救,开合/密封,对准并下压旋紧儿童安全药瓶盖,Medical / First Aid,Open / Close / Seal,Batch 6,"Align, push down, and tighten a child-resistant medicine-bottle cap"
batch6:003,batch6,第六批数据.pdf,2,003,3,旋开软管药膏盖并放到托盘,旋开软管药膏盖并放到托盘,医疗/急救,开合/密封,旋开软管药膏盖并放到托盘,Medical / First Aid,Open / Close / Seal,Batch 6,Unscrew a simulated ointment-tube cap and place it on a tray
batch6:004,batch6,第六批数据.pdf,2,004,4,对准并旋紧软管药膏盖,对准并旋紧软管药膏盖,医疗/急救,开合/密封,对准并旋紧软管药膏盖,Medical / First Aid,Open / Close / Seal,Batch 6,Align and tighten a simulated ointment-tube cap
batch6:005,batch6,第六批数据.pdf,3,005,5,从弹性绷带卷拉出指定长度,从弹性绷带卷拉出指定长度,医疗/急救,柔性物/包扎/包装/折叠,从弹性绷带卷拉出指定长度,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Pull a specified length from an elastic bandage roll
batch6:006,batch6,第六批数据.pdf,3,006,6,将展开的弹性绷带重新卷回,将展开的弹性绷带重新卷回,医疗/急救,柔性物/包扎/包装/折叠,将展开的弹性绷带重新卷回,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Roll the extended elastic bandage back up
batch6:007,batch6,第六批数据.pdf,3,007,7,撕开大号纱布片剥离包装,撕开大号纱布片剥离包装,医疗/急救,柔性物/包扎/包装/折叠,撕开纱布片剥离包装,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Peel open the package of a large gauze pad
batch6:008,batch6,第六批数据.pdf,3,008,8,将大号纱布片放到泡棉伤口标记区,将大号纱布片放到泡棉伤口标记区,医疗/急救,柔性物/包扎/包装/折叠,将纱布片放到泡棉伤口标记区,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Place a large gauze pad on a marked foam wound area
batch6:009,batch6,第六批数据.pdf,4,009,9,将大号创口敷贴贴到泡棉标记区,将大号创口敷贴贴到泡棉标记区,医疗/急救,柔性物/包扎/包装/折叠,将创口敷贴贴到泡棉标记区,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Apply a large adhesive dressing to a marked foam area
batch6:010,batch6,第六批数据.pdf,4,010,10,从泡棉训练垫揭下大号创口敷贴,从泡棉训练垫揭下大号创口敷贴,医疗/急救,柔性物/包扎/包装/折叠,从泡棉训练垫揭下创口敷贴,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Peel a large adhesive dressing off a foam training pad
batch6:011,batch6,第六批数据.pdf,4,011,11,围绕泡棉圆柱缠绕两圈弹性绷带,围绕泡棉圆柱缠绕两圈弹性绷带,医疗/急救,柔性物/包扎/包装/折叠,围绕泡棉圆柱缠绕两圈弹性绷带,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Wrap an elastic bandage twice around a foam cylinder
batch6:012,batch6,第六批数据.pdf,4,012,12,将自粘绷带末端压合固定,将自粘绷带末端压合固定,医疗/急救,柔性物/包扎/包装/折叠,将自粘绷带末端压合,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Press the end of a self-adherent bandage to secure it
batch6:013,batch6,第六批数据.pdf,5,013,13,从泡棉圆柱解开并卷收弹性绷带,从泡棉圆柱解开并卷收弹性绷带,医疗/急救,柔性物/包扎/包装/折叠,从泡棉圆柱解开并卷收弹性绷带,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Unwrap an elastic bandage from a foam cylinder and roll it up
batch6:014,batch6,第六批数据.pdf,5,014,14,将模拟药膏挤到大号纱布中央,将模拟药膏挤到大号纱布中央,医疗/急救,柔性物/包扎/包装/折叠,将药膏挤到纱布中央,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Squeeze simulated ointment onto the center of a large gauze pad
batch6:015,batch6,第六批数据.pdf,5,015,15,将带模拟药膏的纱布覆盖到泡棉标记区,将带模拟药膏的纱布覆盖到泡棉标记区,医疗/急救,柔性物/包扎/包装/折叠,将带药膏的纱布覆盖到泡棉标记区,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Place ointment-coated gauze over a marked foam area
batch6:016,batch6,第六批数据.pdf,5,016,16,从医用胶带座拉出并撕下一条胶带,从医用胶带座拉出并撕下一条胶带,医疗/急救,柔性物/包扎/包装/折叠,从医用胶带座拉出并撕下一条胶带,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Pull out and tear off a strip of medical tape from a dispenser
batch6:017,batch6,第六批数据.pdf,6,017,17,使用一条医用胶带固定纱布边缘,使用一条医用胶带固定纱布边缘,医疗/急救,柔性物/包扎/包装/折叠,使用一条医用胶带纱布边缘,Medical / First Aid,Flexible Materials / Wrap / Fold,Batch 6,Use a strip of medical tape to secure the edge of gauze
batch6:018,batch6,第六批数据.pdf,6,018,18,将三件急救用品装入急救盒并扣合盒盖,将三件急救用品装入急救盒并扣合盒盖,医疗/急救,开合/密封,将三件急救用品装入急救盒并扣合盒盖,Medical / First Aid,Open / Close / Seal,Batch 6,Place three first-aid items in a kit and latch the lid
batch6:019,batch6,第六批数据.pdf,6,019,19,打开工具箱大号卡扣,打开工具箱大号卡扣,工具台,开合/密封,打开工具箱卡扣,Workbench,Open / Close / Seal,Batch 6,Open the large latch on a toolbox
batch6:020,batch6,第六批数据.pdf,7,020,20,扣合工具箱大号卡扣,扣合工具箱大号卡扣,工具台,开合/密封,扣合工具箱卡扣,Workbench,Open / Close / Seal,Batch 6,Close the large latch on a toolbox
batch6:021,batch6,第六批数据.pdf,7,021,21,翻开大格零件盒上盖,翻开大格零件盒上盖,工具台,开合/密封,翻开大格零件盒上盖,Workbench,Open / Close / Seal,Batch 6,Flip open the lid of a large-compartment parts box
batch6:022,batch6,第六批数据.pdf,7,022,22,盖回大格零件盒上盖,盖回大格零件盒上盖,工具台,开合/密封,盖回大格零件盒上盖,Workbench,Open / Close / Seal,Batch 6,Close the lid of a large-compartment parts box
batch6:023,batch6,第六批数据.pdf,7,023,23,将一枚大号六角螺栓放入指定零件格,将一枚大号六角螺栓放入指定零件格,工具台,抓取/搬运/收纳,将一枚六角螺栓放入指定零件格,Workbench,Pick / Move / Place,Batch 6,Place a large hex bolt into a designated parts compartment
batch6:024,batch6,第六批数据.pdf,7,024,24,将三枚大号垫圈套到竖直螺栓上,将三枚大号垫圈套到竖直螺栓上,工具台,工具操作/装配/固定,将三枚垫圈套到竖直螺栓上,Workbench,Tool Use / Assembly / Fixing,Batch 6,Place three large washers onto a vertical bolt
batch6:025,batch6,第六批数据.pdf,8,025,25,从竖直螺栓上取下三枚大号垫圈,从竖直螺栓上取下三枚大号垫圈,工具台,工具操作/装配/固定,从竖直螺栓上取下三枚垫圈,Workbench,Tool Use / Assembly / Fixing,Batch 6,Remove three large washers from a vertical bolt
batch6:026,batch6,第六批数据.pdf,8,026,26,将大号蝶形螺母旋上螺栓三圈,将大号蝶形螺母旋上螺栓三圈,工具台,工具操作/装配/固定,将蝶形螺母旋上螺栓三圈,Workbench,Tool Use / Assembly / Fixing,Batch 6,Thread a large wing nut onto a bolt for three turns
batch6:027,batch6,第六批数据.pdf,8,027,27,将大号蝶形螺母从螺栓旋下,将大号蝶形螺母从螺栓旋下,工具台,工具操作/装配/固定,将蝶形螺母从螺栓旋下,Workbench,Tool Use / Assembly / Fixing,Batch 6,Unscrew a large wing nut from a bolt
batch6:028,batch6,第六批数据.pdf,8,028,28,将木制圆榫插入预钻孔,将木制圆榫插入预钻孔,工具台,插入/拔出/对准,将木制圆榫插入预钻孔,Workbench,Insert / Remove / Align,Batch 6,Insert a wooden dowel into a pre-drilled hole
batch6:029,batch6,第六批数据.pdf,9,029,29,从预钻孔拔出木制圆榫,从预钻孔拔出木制圆榫,工具台,插入/拔出/对准,从预钻孔拔出木制圆榫,Workbench,Insert / Remove / Align,Batch 6,Pull a wooden dowel out of a pre-drilled hole
batch6:030,batch6,第六批数据.pdf,9,030,30,张开弹簧夹并夹到木板边缘,张开弹簧夹并夹到木板边缘,工具台,工具操作/装配/固定,张开弹簧夹并夹到木板边缘,Workbench,Tool Use / Assembly / Fixing,Batch 6,Open a spring clamp and attach it to the edge of a board
batch6:031,batch6,第六批数据.pdf,9,031,31,从木板边缘取下弹簧夹,从木板边缘取下弹簧夹,工具台,工具操作/装配/固定,从木板边缘取下弹簧夹,Workbench,Tool Use / Assembly / Fixing,Batch 6,Remove a spring clamp from the edge of a board
batch6:032,batch6,第六批数据.pdf,9,032,32,用魔术贴绑带固定一束粗线缆,用魔术贴绑带固定一束粗线缆,工具台,柔性物/包扎/包装/折叠,用魔术贴绑带一束粗线缆,Workbench,Flexible Materials / Wrap / Fold,Batch 6,Secure a bundle of thick cables with a hook-and-loop strap
batch6:033,batch6,第六批数据.pdf,10,033,33,撕开魔术贴绑带并释放线缆束,撕开魔术贴绑带并释放线缆束,工具台,柔性物/包扎/包装/折叠,撕开魔术贴绑带并释放线缆束,Workbench,Flexible Materials / Wrap / Fold,Batch 6,Peel open the hook-and-loop strap and release the cable bundle
batch6:034,batch6,第六批数据.pdf,10,034,34,拉出卷尺并锁定在目标长度,拉出卷尺并锁定在目标长度,工具台,测量/标记/文档操作,拉出卷尺并锁定在目标长度,Workbench,Measure / Label / Document,Batch 6,Pull out a tape measure and lock it at the target length
batch6:035,batch6,第六批数据.pdf,10,035,35,解锁并缓慢收回卷尺,解锁并缓慢收回卷尺,工具台,测量/标记/文档操作,解锁并缓慢收回卷尺,Workbench,Measure / Label / Document,Batch 6,Unlock and slowly retract a tape measure
batch6:036,batch6,第六批数据.pdf,10,036,36,使用大柄螺丝刀将大号螺钉拧入三圈,使用大柄螺丝刀将大号螺钉拧入三圈,工具台,工具操作/装配/固定,使用大柄螺丝刀将螺钉拧入三圈,Workbench,Tool Use / Assembly / Fixing,Batch 6,Use a large-handle screwdriver to drive a large screw three turns
batch6:037,batch6,第六批数据.pdf,11,037,37,使用大柄螺丝刀将大号螺钉松出三圈,使用大柄螺丝刀将大号螺钉松出三圈,工具台,工具操作/装配/固定,使用大柄螺丝刀将螺钉松出三圈,Workbench,Tool Use / Assembly / Fixing,Batch 6,Use a large-handle screwdriver to loosen a large screw three turns
batch6:038,batch6,第六批数据.pdf,11,038,38,使用活动扳手将大号六角螺母拧紧半圈,使用活动扳手将大号六角螺母拧紧半圈,工具台,工具操作/装配/固定,使用活动扳手将六角螺母拧紧半圈,Workbench,Tool Use / Assembly / Fixing,Batch 6,Use an adjustable wrench to tighten a large hex nut by half a turn
batch6:039,batch6,第六批数据.pdf,11,039,39,使用活动扳手将大号六角螺母松开半圈,使用活动扳手将大号六角螺母松开半圈,工具台,工具操作/装配/固定,使用活动扳手将六角螺母松开半圈,Workbench,Tool Use / Assembly / Fixing,Batch 6,Use an adjustable wrench to loosen a large hex nut by half a turn
batch6:040,batch6,第六批数据.pdf,11,040,40,用橡胶锤轻敲木榫使其与木块表面齐平,用橡胶锤轻敲木榫使其与木块表面齐平,工具台,工具操作/装配/固定,用橡胶锤轻敲木榫使其与木块表面齐平,Workbench,Tool Use / Assembly / Fixing,Batch 6,Lightly tap a wooden dowel flush with the board using a rubber mallet
batch6:041,batch6,第六批数据.pdf,12,041,41,将螺栓、螺母和垫圈分类到三个大格,将螺栓、螺母和垫圈分类到三个大格,工具台,工具操作/装配/固定,将螺栓、螺母和垫圈分类到三个大格,Workbench,Tool Use / Assembly / Fixing,Batch 6,"Sort bolts, nuts, and washers into three large compartments"
batch6:042,batch6,第六批数据.pdf,12,042,42,将粗USB线插入固定的断电USB集线器,将粗USB线插入固定的断电USB集线器,工具台,插入/拔出/对准,将粗USB线插入断电USB集线器,Workbench,Insert / Remove / Align,Batch 6,"Insert a thick USB cable into a fixed, unpowered USB hub"
batch6:043,batch6,第六批数据.pdf,12,043,43,从固定的断电USB集线器拔出粗USB线,从固定的断电USB集线器拔出粗USB线,工具台,插入/拔出/对准,从断电USB集线器拔出粗USB线,Workbench,Insert / Remove / Align,Batch 6,"Unplug a thick USB cable from a fixed, unpowered USB hub"
batch6:044,batch6,第六批数据.pdf,12,044,44,将一根长线缆卷成圈并用魔术贴固定,将一根长线缆卷成圈并用魔术贴固定,工具台,柔性物/包扎/包装/折叠,将一根长线缆卷成圈并用魔术贴,Workbench,Flexible Materials / Wrap / Fold,Batch 6,Coil a long cable and secure it with a hook-and-loop strap
batch6:045,batch6,第六批数据.pdf,13,045,45,打开大号活页夹金属环,打开大号活页夹金属环,办公室,开合/密封,打开活页夹金属环,Office,Open / Close / Seal,Batch 6,Open the metal rings of a large binder
batch6:046,batch6,第六批数据.pdf,13,046,46,合拢大号活页夹金属环,合拢大号活页夹金属环,办公室,开合/密封,合拢活页夹金属环,Office,Open / Close / Seal,Batch 6,Close the metal rings of a large binder
batch6:047,batch6,第六批数据.pdf,13,047,47,将A4文件纸插入大口文件袋,将A4文件纸插入大口文件袋,办公室,插入/拔出/对准,将A4文件纸插入大口文件袋,Office,Insert / Remove / Align,Batch 6,Insert an A4 document into a wide-opening file sleeve
batch6:048,batch6,第六批数据.pdf,14,048,48,从A4文件袋取出文件纸,从A4文件袋取出文件纸,办公室,测量/标记/文档操作,从A4文件袋取出文件纸,Office,Measure / Label / Document,Batch 6,Remove an A4 document from a file sleeve
batch6:049,batch6,第六批数据.pdf,14,049,49,使用桌面打孔器给两张纸打孔,使用桌面打孔器给两张纸打孔,办公室,工具操作/装配/固定,使用桌面打孔器给两张纸打孔,Office,Tool Use / Assembly / Fixing,Batch 6,Punch holes in two sheets of paper with a desktop hole punch
batch6:050,batch6,第六批数据.pdf,14,050,50,使用大号订书机装订三张纸,使用大号订书机装订三张纸,办公室,工具操作/装配/固定,使用订书机装订三张纸,Office,Tool Use / Assembly / Fixing,Batch 6,Staple three sheets of paper with a large stapler
batch6:051,batch6,第六批数据.pdf,14,051,51,将大号长尾夹夹到文件边缘,将大号长尾夹夹到文件边缘,办公室,工具操作/装配/固定,将长尾夹夹到文件边缘,Office,Tool Use / Assembly / Fixing,Batch 6,Attach a large binder clip to the edge of a document stack
batch6:052,batch6,第六批数据.pdf,15,052,52,从文件边缘取下大号长尾夹,从文件边缘取下大号长尾夹,办公室,工具操作/装配/固定,从文件边缘取下长尾夹,Office,Tool Use / Assembly / Fixing,Batch 6,Remove a large binder clip from the edge of a document stack
batch6:053,batch6,第六批数据.pdf,15,053,53,将装有少量水的马克杯移动到杯垫,将装有少量水的马克杯移动到杯垫,办公室,抓取/搬运/收纳,将装有水的马克杯移动到杯垫,Office,Pick / Move / Place,Batch 6,Move a mug containing a small amount of water onto a coaster
batch6:054,batch6,第六批数据.pdf,15,054,54,将头戴式耳机放到耳机支架,将头戴式耳机放到耳机支架,办公室,抓取/搬运/收纳,将头戴式耳机放到耳机支架,Office,Pick / Move / Place,Batch 6,Place over-ear headphones on a headphone stand
batch6:055,batch6,第六批数据.pdf,15,055,55,将一份文件归入对应标签文件夹并放入文件架,将一份文件归入对应标签文件夹并放入文件架,办公室,测量/标记/文档操作,将一份文件归入对应标签文件夹并放入文件架,Office,Measure / Label / Document,Batch 6,File a document in the matching labeled folder and place it in a file rack
batch6:056,batch6,第六批数据.pdf,16,056,56,给文件打孔并装入活页夹,给文件打孔并装入活页夹,办公室,测量/标记/文档操作,给文件打孔并装入活页夹,Office,Measure / Label / Document,Batch 6,Punch holes in a document and load it into a binder
batch6:057,batch6,第六批数据.pdf,16,057,57,将订书机收纳进桌面抽屉并关好抽屉,将订书机收纳进桌面抽屉并关好抽屉,办公室,抓取/搬运/收纳,将订书机收纳进桌面抽屉并关好抽屉,Office,Pick / Move / Place,Batch 6,Store a stapler in a desk drawer and close the drawer
batch6:058,batch6,第六批数据.pdf,16,058,58,将笔记本电脑充电线卷好并用魔术贴固定,将笔记本电脑充电线卷好并用魔术贴固定,办公室,柔性物/包扎/包装/折叠,将笔记本电脑充电线卷好并用魔术贴,Office,Flexible Materials / Wrap / Fold,Batch 6,Coil a laptop charging cable and secure it with a hook-and-loop strap
batch6:059,batch6,第六批数据.pdf,16,059,59,解开充电线魔术贴并将线缆展开,解开充电线魔术贴并将线缆展开,办公室,柔性物/包扎/包装/折叠,解开充电线魔术贴并将线缆展开,Office,Flexible Materials / Wrap / Fold,Batch 6,Release the hook-and-loop strap and uncoil the charging cable
batch6:060,batch6,第六批数据.pdf,17,060,60,将USB-C充电线插入固定的关机笔记本电脑,将USB-C充电线插入固定的关机笔记本电脑,办公室,插入/拔出/对准,将USB-C充电线插入关机笔记本电脑,Office,Insert / Remove / Align,Batch 6,"Insert a USB-C charging cable into a fixed, powered-off laptop"
batch6:061,batch6,第六批数据.pdf,17,061,61,从固定的关机笔记本电脑拔出USB-C充电线,从固定的关机笔记本电脑拔出USB-C充电线,办公室,插入/拔出/对准,从关机笔记本电脑拔出USB-C充电线,Office,Insert / Remove / Align,Batch 6,"Unplug a USB-C charging cable from a fixed, powered-off laptop"
batch6:062,batch6,第六批数据.pdf,17,062,62,将键盘和鼠标摆放到桌面标记区,将键盘和鼠标摆放到桌面标记区,办公室,抓取/搬运/收纳,将键盘和鼠标摆放到桌面标记区,Office,Pick / Move / Place,Batch 6,Place a keyboard and mouse in marked desk areas
batch6:063,batch6,第六批数据.pdf,17,063,63,使用微纤维布擦拭键盘表面三遍,使用微纤维布擦拭键盘表面三遍,办公室,清洗/擦拭/排液,使用微纤维布擦拭键盘表面三遍,Office,Rinse / Wipe / Drain,Batch 6,Wipe a keyboard surface three times with a microfiber cloth
batch6:064,batch6,第六批数据.pdf,17,064,64,将笔记本放入拉链电脑套并拉上拉链,将笔记本放入拉链电脑套并拉上拉链,办公室,开合/密封,将笔记本放入拉链电脑套并拉上拉链,Office,Open / Close / Seal,Batch 6,Place a notebook in a zippered laptop sleeve and close the zipper
batch6:065,batch6,第六批数据.pdf,18,065,65,旋开大号食品罐盖,旋开大号食品罐盖,厨房,开合/密封,旋开食品罐盖,Kitchen,Open / Close / Seal,Batch 6,Unscrew the lid of a large food-storage jar
batch6:066,batch6,第六批数据.pdf,18,066,66,对准并旋紧大号食品罐盖,对准并旋紧大号食品罐盖,厨房,开合/密封,对准并旋紧食品罐盖,Kitchen,Open / Close / Seal,Batch 6,Align and tighten the lid of a large food-storage jar
batch6:067,batch6,第六批数据.pdf,18,067,67,打开保鲜盒两侧大号卡扣,打开保鲜盒两侧大号卡扣,厨房,开合/密封,打开保鲜盒两侧卡扣,Kitchen,Open / Close / Seal,Batch 6,Open two large side latches on a food-storage container
batch6:068,batch6,第六批数据.pdf,19,068,68,扣合保鲜盒两侧大号卡扣,扣合保鲜盒两侧大号卡扣,厨房,开合/密封,扣合保鲜盒两侧卡扣,Kitchen,Open / Close / Seal,Batch 6,Close two large side latches on a food-storage container
batch6:069,batch6,第六批数据.pdf,19,069,69,旋开宽口水瓶盖,旋开宽口水瓶盖,厨房,开合/密封,旋开水瓶盖,Kitchen,Open / Close / Seal,Batch 6,Unscrew the cap of a wide-mouth water bottle
batch6:070,batch6,第六批数据.pdf,19,070,70,对准并旋紧宽口水瓶盖,对准并旋紧宽口水瓶盖,厨房,开合/密封,对准并旋紧水瓶盖,Kitchen,Open / Close / Seal,Batch 6,Align and tighten the cap of a wide-mouth water bottle
batch6:071,batch6,第六批数据.pdf,19,071,71,将空塑料杯倒置放到沥水垫,将空塑料杯倒置放到沥水垫,厨房,清洗/擦拭/排液,将杯倒置放到沥水垫,Kitchen,Rinse / Wipe / Drain,Batch 6,Invert an empty plastic cup onto a drying mat
batch6:072,batch6,第六批数据.pdf,20,072,72,将两个塑料碗叠放整齐,将两个塑料碗叠放整齐,厨房,抓取/搬运/收纳,将两个碗叠放整齐,Kitchen,Pick / Move / Place,Batch 6,Nest two plastic bowls neatly
batch6:073,batch6,第六批数据.pdf,20,073,73,挤压湿海绵并完全松开,挤压湿海绵并完全松开,厨房,主动触觉/按压/分类,挤压湿海绵并完全松开,Kitchen,Active Tactile / Press / Classify,Batch 6,Squeeze a wet sponge and fully release it
batch6:074,batch6,第六批数据.pdf,20,074,74,双手拧绞湿抹布一次,双手拧绞湿抹布一次,厨房,柔性物/包扎/包装/折叠,双手拧绞湿抹布一次,Kitchen,Flexible Materials / Wrap / Fold,Batch 6,Wring a wet cloth once with both hands
batch6:075,batch6,第六批数据.pdf,20,075,75,打开大号密封保鲜袋,打开大号密封保鲜袋,厨房,开合/密封,打开密封保鲜袋,Kitchen,Open / Close / Seal,Batch 6,Open a large resealable storage bag
batch6:076,batch6,第六批数据.pdf,20,076,76,沿袋口压合大号密封保鲜袋,沿袋口压合大号密封保鲜袋,厨房,开合/密封,沿袋口压合密封保鲜袋,Kitchen,Open / Close / Seal,Batch 6,Press along the seal to close a large resealable storage bag
batch6:077,batch6,第六批数据.pdf,21,077,77,将量杯中的清水倒入碗内目标线,将量杯中的清水倒入碗内目标线,厨房,液体倾倒/容器转移,将量杯中的倒入碗内目标线,Kitchen,Pour / Container Transfer,Batch 6,Pour water from a measuring cup into a bowl to a target line
batch6:078,batch6,第六批数据.pdf,21,078,78,将水壶中的清水倒入宽口水瓶,将水壶中的清水倒入宽口水瓶,厨房,液体倾倒/容器转移,将水壶中的倒入水瓶,Kitchen,Pour / Container Transfer,Batch 6,Pour water from a pitcher into a wide-mouth water bottle
batch6:079,batch6,第六批数据.pdf,21,079,79,使用大号汤勺将清水转移到服务碗,使用大号汤勺将清水转移到服务碗,厨房,液体倾倒/容器转移,使用汤勺将转移到服务碗,Kitchen,Pour / Container Transfer,Batch 6,Use a large ladle to transfer water into a serving bowl
batch6:080,batch6,第六批数据.pdf,21,080,80,用厨房夹将西红柿从托盘夹到碗中,用厨房夹将西红柿从托盘夹到碗中,厨房,抓取/搬运/收纳,用厨房夹将西红柿从托盘夹到碗中,Kitchen,Pick / Move / Place,Batch 6,Use kitchen tongs to move a tomato from a tray into a bowl
